index,LotArea,StreetP,StreetG,UtilitiesALL,UtilitiesNSW,OQualPO,OQualFA,OQualTA,OQualGD,OQualEX,YearBuilt,TotalBsmtSF,Bathrooms,HeatingWall,HeatingOthw,HeatingGrav,HeatingGasW,HeatingGasA,HeatingFloor,CentralAir,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQualPO,KitchenQualFA,KitchenQualTA,KitchenQualGD,KitchenQualEX,Fireplaces,GarageArea,PavedDrive,PoolArea,PavedDriveP,PavedDrive1,Fence,SalePrice
171,31770,1,0,1,0,0,0,1,0,0,1960,1080,1,0,0,0,0,1,0,1,1656,3,1,0,0,1,0,0,1,528,0,0,1,0,0,215000
172,5306,1,0,1,0,0,0,0,1,0,1987,1064,2,0,0,0,0,1,0,1,1767,2,1,0,0,0,1,0,1,504,0,0,0,1,0,239000
173,10197,1,0,1,0,0,0,1,0,0,1961,1362,2,0,0,0,0,1,0,1,1362,3,1,0,0,1,0,0,1,504,0,0,0,1,0,163000
174,12416,1,0,1,0,0,0,1,0,0,1986,1606,2,0,0,0,0,1,0,1,1651,3,1,0,0,1,0,0,1,616,0,0,0,1,0,184000
175,12615,1,0,1,0,0,0,0,1,0,1950,1202,2,0,0,0,0,1,0,1,2158,4,1,0,0,0,1,0,1,576,0,0,0,1,1,243000
176,10029,1,0,1,0,0,0,1,0,0,1988,1151,3,0,0,0,0,1,0,1,2060,4,1,0,0,1,0,0,1,521,0,0,0,1,0,211000
177,13650,1,0,1,0,0,0,1,0,0,1958,1052,2,0,0,0,0,1,0,1,1920,4,1,0,0,0,1,0,1,451,0,0,0,1,0,172500
178,17423,1,0,1,0,0,0,1,0,0,2008,2216,2,0,0,0,0,1,0,1,2234,1,1,0,0,0,0,1,1,1166,0,0,0,1,0,501837
179,8520,1,0,1,0,0,0,0,1,0,1923,968,1,0,0,0,0,1,0,1,968,2,1,0,0,1,0,0,0,480,1,0,0,0,0,100000
180,2117,1,0,1,0,0,0,1,0,0,2000,756,3,0,0,0,0,1,0,1,1525,3,1,0,0,0,1,0,1,440,0,0,0,1,0,177000
181,7588,1,0,1,0,0,0,0,1,0,1920,793,2,0,0,0,0,1,0,1,1802,4,1,0,0,1,0,0,1,216,0,0,0,1,0,200100
182,9060,1,0,1,0,0,0,0,1,0,1957,0,1,0,0,0,0,1,0,1,1340,3,1,0,0,1,0,0,1,252,0,0,0,1,1,120000
183,11426,1,0,1,0,0,0,1,0,0,2003,1362,3,0,0,0,0,1,0,1,2082,3,1,0,0,0,1,0,0,484,1,0,0,0,0,200000
184,7438,1,0,1,0,0,0,0,0,1,1908,504,1,0,0,0,0,1,0,1,1252,3,1,0,0,1,0,0,0,576,0,0,0,1,1,127000
185,22950,1,0,1,0,0,0,0,0,1,1892,1107,3,0,0,0,0,1,0,1,3608,4,1,0,0,0,0,1,1,840,0,0,0,1,1,475000
186,9947,1,0,1,0,0,0,1,0,0,1990,1188,2,0,0,0,0,1,0,1,1217,3,1,0,0,0,1,0,0,497,0,0,0,1,1,173000
187,10410,1,0,1,0,0,0,0,1,0,1916,660,3,0,0,0,0,1,0,1,1656,3,1,0,0,1,0,0,0,180,1,0,0,0,1,135000
188,7018,1,0,1,0,0,0,1,0,0,1979,1086,2,0,0,0,0,1,0,1,1224,2,2,0,0,1,0,0,1,528,0,0,0,1,0,153337
189,4923,1,0,1,0,0,0,1,0,0,2001,1593,2,0,0,0,0,1,0,1,1593,0,1,0,0,0,0,1,1,682,0,0,0,1,0,286000
190,10570,1,0,1,0,0,0,0,0,1,1932,853,3,0,0,0,0,1,0,1,2727,3,1,0,0,0,1,0,1,440,0,0,0,1,0,315000
191,7472,1,0,1,0,0,0,0,0,1,1972,725,2,0,0,0,0,1,0,1,1479,4,1,0,0,0,1,0,0,484,0,0,0,1,0,184000
192,9017,1,0,1,0,0,0,1,0,0,1999,1431,2,0,0,0,0,1,0,1,1431,3,1,0,0,0,1,0,0,666,0,0,0,1,0,192000
193,2522,1,0,1,0,0,0,1,0,0,2004,970,2,0,0,0,0,1,0,1,1709,3,1,0,0,0,1,0,0,380,0,0,0,1,0,130000
194,7180,1,0,1,0,0,0,0,1,0,1972,864,1,0,0,0,0,1,0,1,864,3,1,0,0,1,0,0,0,352,0,0,0,1,0,127000
195,2280,1,0,1,0,0,0,0,1,0,1976,855,3,0,0,0,0,1,0,1,1456,3,1,0,0,1,0,0,1,440,0,0,0,1,0,148500
196,9416,1,0,1,0,0,0,1,0,0,2007,1726,2,0,0,0,0,1,0,1,1726,3,1,0,0,0,0,1,1,786,0,0,0,1,0,311872
197,25419,1,0,1,0,0,0,1,0,0,1918,1360,2,0,0,0,0,1,0,1,3112,4,1,0,0,0,1,0,1,795,0,1,0,1,1,235000
198,5520,1,0,1,0,0,0,0,1,0,1912,755,1,0,0,0,0,1,0,1,2229,5,1,0,0,1,0,0,0,0,0,0,0,1,1,104000
199,9591,1,0,1,0,0,0,1,0,0,2004,1713,2,0,0,0,0,1,0,1,1713,3,1,0,0,0,0,1,1,856,0,0,0,1,0,274900
200,8546,1,0,1,0,0,0,1,0,0,2003,1121,2,0,0,0,0,1,0,1,1121,2,1,0,0,1,0,0,0,440,0,0,0,1,0,140000
201,10125,1,0,1,0,0,0,0,1,0,1977,1196,2,0,0,0,0,1,0,1,1279,3,1,0,0,1,0,0,1,473,0,0,0,1,1,171500
202,7000,1,0,1,0,0,0,0,1,0,1924,617,2,0,0,0,0,1,0,1,1310,2,1,0,0,1,0,0,0,398,0,0,0,1,0,112000
203,4438,1,0,1,0,0,0,1,0,0,2004,848,1,0,0,0,0,1,0,1,848,1,1,0,0,0,1,0,1,420,0,0,0,1,0,149000
204,3500,1,0,1,0,0,0,0,1,0,1947,720,2,0,0,0,0,1,0,1,1284,2,1,0,0,1,0,0,0,240,0,0,0,1,1,110000
205,11851,1,0,1,0,0,0,1,0,0,1990,1424,2,0,0,0,0,1,0,1,1442,3,1,0,0,1,0,0,0,500,0,0,0,1,0,180500
206,13673,1,0,1,0,0,0,1,0,0,1962,1140,2,0,0,0,0,1,0,1,1696,3,1,0,0,1,0,0,1,349,0,0,0,1,0,143900
207,12493,1,0,1,0,0,0,1,0,0,1960,1100,1,0,0,0,0,1,0,1,1100,3,1,0,0,1,0,0,1,312,0,0,0,1,1,141000
208,14364,1,0,1,0,0,0,1,0,0,1988,1157,3,0,0,0,0,1,0,1,2062,3,1,0,0,1,0,0,1,454,0,0,0,1,0,277000
209,8250,1,0,1,0,0,0,0,1,0,1964,1092,1,0,0,0,0,1,0,1,1092,3,1,0,0,1,0,0,0,504,0,0,0,1,1,145000
210,5604,1,0,1,0,0,0,0,1,0,1925,864,1,0,0,0,0,1,0,0,864,2,1,0,0,1,0,0,0,0,0,0,0,1,0,98000
211,10420,1,0,1,0,0,0,1,0,0,2009,1212,2,0,0,0,0,1,0,1,1212,3,1,0,0,0,1,0,0,460,0,0,0,1,0,186000
212,8640,1,0,1,0,0,0,1,0,0,2009,900,3,0,0,0,0,1,0,1,1852,3,1,0,0,0,1,0,1,644,0,0,0,1,0,252678
213,13568,1,0,1,0,0,0,1,0,0,1995,990,1,0,0,0,0,1,0,1,990,3,1,0,0,1,0,0,0,576,0,0,0,1,0,156000
214,10900,1,0,1,0,0,0,0,1,0,1977,689,2,0,0,0,0,1,0,1,1392,3,1,0,0,1,0,0,0,299,0,0,0,1,1,161750
215,10011,1,0,1,0,0,0,0,1,0,1957,1070,1,0,0,0,0,1,0,1,1236,2,1,0,0,0,1,0,1,447,0,0,0,1,1,134450
216,8450,1,0,1,0,0,0,1,0,0,2004,1436,2,0,0,0,0,1,0,1,1436,3,1,0,0,0,1,0,0,484,0,0,0,1,0,210000
217,9906,1,0,1,0,0,0,1,0,0,1925,686,1,0,0,0,0,1,0,0,1328,3,1,0,0,1,0,0,0,210,0,0,0,1,0,107000
218,15660,1,0,1,0,0,0,0,0,1,1939,798,2,0,0,0,0,1,0,1,1954,3,1,0,0,0,1,0,1,431,0,0,0,1,0,311500
219,3010,1,0,1,0,0,0,1,0,0,2005,1248,2,0,0,0,0,1,0,1,1248,2,1,0,0,0,1,0,0,438,0,0,0,1,0,167240
220,8990,1,0,1,0,0,0,1,0,0,2006,1498,2,0,0,0,0,1,0,1,1498,2,1,0,0,0,1,0,0,675,0,0,0,1,0,204900
221,8068,1,0,1,0,0,0,1,0,0,2002,1010,3,0,0,0,0,1,0,1,2267,4,1,0,0,0,1,0,1,390,0,0,0,1,0,200000
222,11475,1,0,1,0,0,0,0,1,0,1975,713,3,0,0,0,0,1,0,1,1552,3,1,0,0,1,0,0,1,434,0,0,0,1,1,179900
223,10500,1,0,1,0,0,0,0,1,0,1971,864,1,0,0,0,0,1,0,1,864,2,1,0,0,1,0,0,0,576,0,0,0,1,0,97000
224,13472,1,0,1,0,0,0,1,0,0,2003,2392,2,0,0,0,0,1,0,1,2392,3,1,0,0,0,0,1,1,968,0,0,0,1,0,386250
225,1680,1,0,1,0,0,0,1,0,0,1971,630,3,0,0,0,0,1,0,1,1302,3,1,0,0,1,0,0,0,280,0,0,0,1,0,112000
226,9950,1,0,1,0,0,0,1,0,0,1995,1203,3,0,0,0,0,1,0,1,2520,4,1,0,0,0,1,0,1,721,0,0,0,1,0,290000
227,1869,1,0,1,0,0,0,0,1,0,1970,483,2,0,0,0,0,1,0,1,987,2,1,0,0,1,0,0,0,280,0,0,0,1,0,106000
228,8521,1,0,1,0,0,0,1,0,0,1967,912,1,0,0,0,0,1,0,1,912,3,1,0,0,1,0,0,1,336,0,0,0,1,1,125000
229,3182,1,0,1,0,0,0,1,0,0,2005,1373,2,0,0,0,0,1,0,1,1555,2,1,0,0,0,1,0,1,430,0,0,0,1,0,192500
230,8760,1,0,1,0,0,0,0,1,0,1959,1194,1,0,0,0,0,1,0,1,1194,3,1,0,0,1,0,0,0,312,0,0,0,1,0,148000
231,15138,1,0,1,0,0,0,1,0,0,1995,1462,3,0,0,0,0,1,0,1,2794,4,1,0,0,0,0,1,1,810,0,0,0,1,0,403000
232,1680,1,0,1,0,0,0,1,0,0,1972,483,2,0,0,0,0,1,0,1,987,2,1,0,0,1,0,0,1,288,0,0,0,1,0,94500
233,10650,1,0,1,0,0,0,0,1,0,1976,894,1,0,0,0,0,1,0,1,894,3,1,0,0,1,0,0,0,308,0,0,0,1,1,128200
234,7851,1,0,1,0,0,0,1,0,0,2002,860,3,0,0,0,0,1,0,1,1960,4,1,0,0,0,1,0,1,440,0,0,0,1,0,216500
235,1680,1,0,1,0,0,1,0,0,0,1971,483,2,0,0,0,0,1,0,1,987,2,1,0,0,1,0,0,0,264,0,0,0,1,0,89500
236,8773,1,0,1,0,0,0,1,0,0,2004,1414,2,0,0,0,0,1,0,1,1414,3,1,0,0,0,1,0,0,494,0,0,0,1,0,185500
237,9453,1,0,1,0,0,0,0,1,0,1993,996,3,0,0,0,0,1,0,1,1744,3,1,0,0,0,1,0,0,457,0,0,0,1,0,194500
238,12030,1,0,1,0,0,0,1,0,0,2007,1694,2,0,0,0,0,1,0,1,1694,3,1,0,0,0,1,0,0,818,0,0,0,1,0,318000
239,8741,1,0,1,0,0,0,1,0,0,1945,735,2,0,0,0,0,1,0,1,1487,3,1,0,0,1,0,0,1,220,0,0,0,1,1,113000
240,9000,1,0,1,0,0,0,1,0,0,2008,1566,2,0,0,0,0,1,0,1,1566,3,1,0,0,0,1,0,0,750,0,0,0,1,0,262500
241,3880,1,0,1,0,0,0,0,0,1,1945,686,1,0,0,0,0,1,0,1,866,2,1,0,0,0,1,0,0,0,0,0,0,1,0,110500
242,5000,1,0,1,0,0,0,1,0,0,1900,540,1,0,0,0,0,1,0,0,1440,3,1,0,0,1,0,0,0,352,0,0,0,1,0,79000
243,10762,1,0,1,0,0,0,0,1,0,1980,626,2,0,0,0,0,1,0,1,1217,3,1,0,0,1,0,0,1,288,0,0,0,1,0,120000
244,8880,1,0,1,0,0,0,1,0,0,1994,948,3,0,0,0,0,1,0,1,2110,3,1,0,0,0,1,0,1,463,0,0,0,1,0,205000
245,10400,1,0,1,0,0,0,1,0,0,1988,1845,2,0,0,0,0,1,0,1,1872,3,1,0,0,1,0,0,1,604,0,0,0,1,0,241500
246,9142,1,0,1,0,0,0,0,0,1,1910,1020,2,0,0,0,0,1,0,0,1928,4,2,0,1,0,0,0,0,440,0,0,0,1,0,137000
247,11310,1,0,1,0,0,0,1,0,0,1954,1367,1,0,0,0,0,1,0,1,1375,2,1,0,0,1,0,0,1,451,0,0,0,1,0,140000
248,11317,1,0,1,0,0,0,1,0,0,2003,840,3,0,0,0,0,1,0,1,1668,3,1,0,0,0,1,0,0,500,0,0,0,1,0,180000
249,159000,1,0,1,0,0,0,0,1,0,1958,1444,2,0,0,0,0,1,0,1,2144,4,1,0,0,0,1,0,1,389,0,0,0,1,0,277000
250,5350,1,0,1,0,0,1,0,0,0,1940,728,1,0,0,0,0,1,0,1,1306,3,1,0,1,0,0,0,0,0,0,0,0,1,1,76500
251,4750,1,0,1,0,0,0,1,0,0,2006,1573,2,0,0,0,0,1,0,1,1625,2,1,0,0,0,1,0,1,538,0,0,0,1,0,235000
252,8366,1,0,1,0,0,0,1,0,0,2004,798,3,0,0,0,0,1,0,1,1640,3,1,0,0,0,1,0,0,520,0,0,0,1,0,173000
253,9350,1,0,1,0,0,0,0,1,0,1964,1302,2,0,0,0,0,1,0,1,1302,3,1,0,0,0,1,0,0,309,0,0,0,1,1,158000
254,8400,1,0,1,0,0,0,0,1,0,1957,1314,1,0,0,0,0,1,0,1,1314,3,1,0,0,1,0,0,0,294,0,0,0,1,0,145000
255,8738,1,0,1,0,0,0,1,0,0,1999,975,3,0,0,0,0,1,0,1,2291,4,1,0,0,0,1,0,1,429,0,0,0,1,0,230000
256,8791,1,0,1,0,0,0,1,0,0,2003,864,3,0,0,0,0,1,0,1,1728,3,1,0,0,0,1,0,0,673,0,0,0,1,0,207500
257,8814,1,0,1,0,0,0,1,0,0,2006,1604,3,0,0,0,0,1,0,1,1604,3,1,0,0,0,1,0,1,660,0,0,0,1,0,220000
258,12435,1,0,1,0,0,0,1,0,0,2001,963,3,0,0,0,0,1,0,1,1792,3,1,0,0,0,1,0,1,564,0,0,0,1,0,231500
259,12702,1,0,1,0,0,0,1,0,0,1956,0,1,0,0,0,0,1,0,1,882,2,1,0,0,1,0,0,0,308,0,0,0,1,0,97000
260,19296,1,0,1,0,0,0,1,0,0,1962,1362,1,0,0,0,0,1,0,1,1382,3,1,0,0,1,0,0,1,884,0,0,0,1,1,176000
261,9588,1,0,1,0,0,0,1,0,0,2007,1482,3,0,0,0,0,1,0,1,2574,3,1,0,0,0,0,1,1,868,0,0,0,1,0,276000
262,8471,1,0,1,0,0,0,0,1,0,1977,506,1,0,0,0,0,1,0,1,1212,3,1,0,0,1,0,0,1,492,0,0,0,1,1,151000
263,5500,1,0,1,0,0,0,0,1,0,1929,926,1,0,0,0,0,1,0,1,1316,3,1,0,0,1,0,0,0,484,0,0,0,1,0,130000
264,5232,1,0,1,0,0,0,1,0,0,1925,680,1,0,0,0,0,1,0,0,764,2,1,0,0,1,0,0,0,504,1,0,0,0,0,73000
265,12090,1,0,1,0,0,0,0,1,0,1981,1422,2,0,0,0,0,1,0,1,1422,3,1,0,0,0,1,0,1,576,0,0,0,1,1,175500
266,11207,1,0,1,0,0,0,1,0,0,1997,802,3,0,0,0,0,1,0,1,1511,3,1,0,0,1,0,0,1,413,0,0,0,1,0,185000
267,8400,1,0,1,0,0,0,0,0,1,1939,720,3,0,0,0,0,1,0,1,2192,4,1,0,0,0,1,0,1,240,0,0,0,1,0,179500
268,6900,1,0,1,0,0,0,0,1,0,1940,740,1,0,0,0,0,1,0,1,778,2,1,0,0,1,0,0,1,924,0,0,0,1,0,120500
269,7917,1,0,1,0,0,0,0,1,0,1976,1143,2,0,0,0,0,1,0,1,1113,3,1,0,0,1,0,0,1,504,0,0,0,1,1,148000
270,10728,1,0,1,0,0,0,1,0,0,2006,1095,3,0,0,0,0,1,0,1,1939,3,1,0,0,0,1,0,1,1053,0,0,0,1,0,266000
271,39104,1,0,1,0,0,0,0,1,0,1954,1385,1,0,0,0,0,1,0,1,1363,2,1,0,0,1,0,0,1,439,0,0,0,1,0,241500
272,11764,1,0,1,0,0,0,0,1,0,1999,1152,3,0,0,0,0,1,0,1,2270,4,1,0,0,0,1,0,1,671,0,0,0,1,0,290000
273,9600,1,0,1,0,0,0,0,1,0,1958,1240,2,0,0,0,0,1,0,1,1632,3,1,0,0,1,0,0,1,338,0,0,0,1,1,139000
274,8314,1,0,1,0,0,0,0,1,0,1982,816,1,0,0,0,0,1,0,1,816,2,1,0,0,1,0,0,0,264,0,0,0,1,0,124500
275,7264,1,0,1,0,0,0,0,1,0,1925,952,3,0,0,0,1,0,0,0,1548,3,1,0,0,0,0,1,0,672,0,0,0,1,0,205000
276,9196,1,0,1,0,0,0,1,0,0,2003,1560,2,0,0,0,0,1,0,1,1560,3,1,0,0,0,1,0,0,573,0,0,0,1,0,201000
277,19138,1,0,1,0,0,0,1,0,0,1951,864,1,0,0,0,0,1,0,1,864,2,1,0,0,1,0,0,0,400,0,0,0,1,0,141000
278,14450,1,0,1,0,0,0,1,0,0,2006,2121,3,0,0,0,0,1,0,1,2121,3,1,0,0,0,0,1,1,732,0,0,0,1,0,415298
279,10005,1,0,1,0,0,0,1,0,0,1977,1160,3,0,0,0,0,1,0,1,2022,4,1,0,0,1,0,0,1,505,0,0,0,1,0,192000
280,11287,1,0,1,0,0,0,0,1,0,1989,807,3,0,0,0,0,1,0,1,1982,3,1,0,0,0,1,0,1,575,0,0,0,1,0,228500
281,7200,1,0,1,0,0,0,1,0,0,2006,1262,2,0,0,0,0,1,0,1,1262,2,1,0,0,0,1,0,0,572,0,0,0,1,0,185000
282,5063,1,0,1,0,0,0,1,0,0,2007,1314,2,0,0,0,0,1,0,1,1314,2,1,0,0,0,1,0,1,626,0,0,0,1,0,207500
283,9612,1,0,1,0,0,0,1,0,0,2008,1468,2,0,0,0,0,1,0,1,1468,3,1,0,0,0,1,0,1,898,0,0,0,1,0,244600
284,8012,1,0,1,0,0,0,1,0,0,1992,1575,2,0,0,0,0,1,0,1,1575,2,1,0,0,0,1,0,0,529,0,0,0,1,0,179200
285,4251,1,0,1,0,0,0,1,0,0,2006,625,3,0,0,0,0,1,0,1,1250,2,1,0,0,0,1,0,0,528,0,0,0,1,0,164700
286,9786,1,0,1,0,0,0,0,1,0,1962,912,2,0,0,0,0,1,0,1,1734,3,1,0,0,0,1,0,1,440,0,0,0,1,1,159000
287,8125,1,0,1,0,0,0,1,0,0,1971,858,1,0,0,0,0,1,0,1,858,3,1,0,0,1,0,0,0,0,0,0,0,1,0,88000
288,9819,1,0,1,0,0,0,1,0,0,1967,882,1,0,0,0,0,1,0,1,900,3,1,0,0,1,0,0,0,280,0,0,0,1,1,122000
289,8730,1,0,1,0,0,0,0,1,0,1915,698,1,0,0,0,0,1,0,1,1396,3,1,0,0,1,0,0,0,384,0,0,0,1,0,153575
290,15611,1,0,1,0,0,0,1,0,0,2006,1079,3,0,0,0,0,1,0,1,1919,3,1,0,0,0,1,0,1,685,0,0,0,1,0,233230
291,5687,1,0,1,0,0,0,0,1,0,1912,780,2,0,0,0,0,1,0,0,1716,6,1,0,1,0,0,0,0,0,1,0,0,0,0,135900
292,11409,1,0,1,0,0,0,1,0,0,1949,768,2,0,0,0,0,1,0,1,1716,3,1,0,0,1,0,0,1,281,0,0,0,1,0,131000
293,16659,1,0,1,0,0,0,0,1,0,1977,795,3,0,0,0,0,1,0,1,2263,3,1,0,0,0,1,0,1,539,0,0,0,1,0,235000
294,9600,1,0,1,0,0,0,1,0,0,1953,1416,1,0,0,0,0,1,0,1,1644,3,1,0,0,1,0,0,1,418,0,0,0,1,0,167000
295,7937,1,0,1,0,0,0,0,1,0,1984,1003,1,0,0,0,0,1,0,1,1003,3,1,0,0,1,0,0,0,588,0,0,0,1,1,142500
296,13710,1,0,1,0,0,0,1,0,0,1950,910,2,0,0,0,0,1,0,1,1558,4,1,0,0,1,0,0,0,282,0,0,0,1,1,152000
297,7399,1,0,1,0,0,0,1,0,0,1997,975,3,0,0,0,0,1,0,1,1950,3,1,0,0,0,1,0,1,576,0,0,0,1,0,239000
298,11700,1,0,1,0,0,0,0,1,0,1968,702,3,0,0,0,0,1,0,1,1743,3,1,0,0,1,0,0,1,539,0,0,0,1,0,175000
299,14000,1,0,1,0,0,0,0,0,1,1950,1092,1,0,0,0,0,1,0,1,1152,3,1,0,0,0,1,0,1,300,0,0,0,1,1,158500
300,15750,1,0,1,0,0,0,1,0,0,1953,1165,1,0,0,0,0,1,0,1,1336,2,1,0,0,1,0,0,1,375,0,0,0,1,0,157000
301,16226,1,0,1,0,0,0,1,0,0,1998,1028,3,0,0,0,0,1,0,1,2452,4,1,0,0,0,1,0,1,683,0,0,0,1,0,267000
302,13704,1,0,1,0,0,0,1,0,0,2001,1541,2,0,0,0,0,1,0,1,1541,3,1,0,0,0,1,0,1,843,0,0,0,1,0,205000
303,9800,1,0,1,0,0,0,0,1,0,1972,894,1,0,0,0,0,1,0,1,894,3,1,0,0,1,0,0,0,552,0,0,0,1,1,149900
304,18386,1,0,1,0,0,0,0,0,1,1880,1470,3,0,0,0,0,1,0,1,3493,3,1,0,0,0,1,0,1,870,0,0,0,1,0,295000
305,10386,1,0,1,0,0,0,1,0,0,2004,2000,2,0,0,0,0,1,0,1,2000,3,1,0,0,0,1,0,0,888,0,0,0,1,0,305900
306,13474,1,0,1,0,0,0,1,0,0,1990,700,3,0,0,0,0,1,0,1,2243,4,1,0,0,0,1,0,1,746,0,0,0,1,0,225000
307,7920,1,0,1,0,0,0,0,1,0,1920,319,1,0,0,0,0,1,0,1,1406,3,1,0,1,0,0,0,0,0,1,0,0,0,1,89500
308,12342,1,0,1,0,0,0,1,0,0,1940,861,1,0,0,0,0,1,0,1,861,1,1,0,0,1,0,0,0,539,0,0,0,1,0,82500
309,12378,1,0,1,0,0,0,1,0,0,2003,1896,2,0,0,0,0,1,0,1,1944,3,1,0,0,0,0,1,1,708,0,0,0,1,0,360000
310,7685,1,0,1,0,0,0,1,0,0,1993,697,3,0,0,0,0,1,0,1,1501,3,1,0,0,0,1,0,1,420,0,0,0,1,0,165600
311,8000,1,0,1,0,0,0,0,1,0,1948,972,1,0,0,0,0,1,0,1,972,2,1,0,0,1,0,0,1,240,0,0,0,1,0,132000
312,7800,1,0,1,0,0,0,0,1,0,1939,793,1,0,0,0,0,1,0,1,1118,3,1,0,0,1,0,0,1,410,0,0,0,1,1,119900
313,215245,1,0,1,0,0,0,1,0,0,1965,2136,2,0,0,0,1,0,0,1,2036,3,1,0,0,1,0,0,1,513,0,0,0,1,0,375000
314,9600,1,0,1,0,0,0,0,1,0,1925,728,2,0,0,0,0,1,0,1,1641,3,1,0,0,0,0,1,1,546,0,0,0,1,0,178000
315,7795,1,0,1,0,0,0,1,0,0,2004,716,3,0,0,0,0,1,0,1,1432,3,1,0,0,0,1,0,1,432,0,0,0,1,0,188500
316,13005,1,0,1,0,0,0,0,1,0,1980,845,3,0,0,0,0,1,0,1,2353,4,1,0,0,0,0,1,1,484,0,0,0,1,1,260000
317,9000,1,0,1,0,0,0,1,0,0,2006,1088,3,0,0,0,0,1,0,1,1959,3,1,0,0,0,1,0,1,1025,0,0,0,1,0,270000
318,9900,1,0,1,0,0,0,1,0,0,1993,1347,3,0,0,0,0,1,0,1,2646,4,1,0,0,0,1,0,1,656,0,0,0,1,0,260000
319,14115,1,0,1,0,0,0,1,0,0,1980,1372,2,0,0,0,0,1,0,1,1472,3,1,0,0,1,0,0,1,588,0,0,0,1,0,187500
320,16259,1,0,1,0,0,0,1,0,0,2006,1249,4,0,0,0,0,1,0,1,2596,4,1,0,0,0,1,0,0,840,0,0,0,1,0,342643
321,12099,1,0,1,0,0,0,1,0,0,2004,1136,3,0,0,0,0,1,0,1,2468,4,1,0,0,0,1,0,1,872,0,0,0,1,0,354000
322,10380,1,0,1,0,0,0,1,0,0,1986,1502,3,0,0,0,0,1,0,1,2730,4,1,0,0,0,1,0,1,576,0,0,0,1,1,301000
323,5820,1,0,1,0,0,0,0,0,1,1955,1162,1,0,0,0,0,1,0,1,1163,3,1,0,0,1,0,0,0,220,0,0,0,1,0,126175
324,11275,1,0,1,0,0,0,0,1,0,1967,710,3,0,0,0,0,1,0,1,2978,5,1,0,0,0,1,0,1,564,0,0,0,1,0,242000
325,5000,1,0,1,0,0,0,0,1,0,1941,720,1,0,0,0,0,1,0,0,803,2,1,0,0,1,0,0,0,360,0,0,0,1,0,87000
326,10846,1,0,1,0,0,0,1,0,0,1993,1719,2,0,0,0,0,1,0,1,1719,1,1,0,0,0,1,0,1,473,0,0,0,1,0,324000
327,11600,1,0,1,0,0,0,1,0,0,1960,1383,2,0,0,0,0,1,0,1,1383,3,1,0,0,1,0,0,0,292,0,0,0,1,0,145250
328,11888,1,0,1,0,0,0,0,1,0,1916,844,2,0,0,0,0,1,0,0,2134,5,1,0,0,0,1,0,0,441,0,0,0,1,0,214500
329,6402,1,0,1,0,0,0,1,0,0,1920,596,1,0,0,0,0,1,0,0,1192,3,1,0,0,1,0,0,0,189,1,0,0,0,1,78000
330,10624,1,0,1,0,0,0,1,0,0,1964,1728,2,0,0,0,0,1,0,1,1728,6,2,0,0,1,0,0,0,352,0,0,0,1,0,119000
331,8176,1,0,1,0,0,0,0,1,0,1958,1056,1,0,0,0,0,1,0,1,1056,3,1,0,0,1,0,0,0,308,0,0,0,1,0,139000
332,10655,1,0,1,0,0,0,1,0,0,2003,3206,2,0,0,0,0,1,0,1,1629,3,1,0,0,0,1,0,1,880,0,0,0,1,0,284000
333,8198,1,0,1,0,0,0,1,0,0,2004,1358,2,0,0,0,0,1,0,1,1358,2,1,0,0,0,1,0,1,484,0,0,0,1,0,207000
334,9042,1,0,1,0,0,0,1,0,0,1998,943,3,0,0,0,0,1,0,1,1638,3,1,0,0,1,0,0,1,472,0,0,0,1,0,192000
335,164660,0,1,1,0,0,0,0,1,0,1965,1499,2,0,0,0,0,1,0,1,1786,3,1,0,0,1,0,0,1,529,0,0,0,1,0,228950
336,14157,1,0,1,0,0,0,1,0,0,2005,1922,2,0,0,0,0,1,0,1,1922,3,1,0,0,0,1,0,1,676,0,0,0,1,0,377426
337,9135,1,0,1,0,0,0,1,0,0,2002,1536,2,0,0,0,0,1,0,1,1536,3,1,0,0,0,1,0,0,532,0,0,0,1,0,214000
338,14145,1,0,1,0,0,0,0,1,0,1984,1208,2,0,0,0,0,1,0,1,1621,3,1,0,0,0,1,0,0,440,0,0,0,1,0,202500
339,12400,1,0,1,0,0,0,0,1,0,1958,1215,1,0,0,0,0,1,0,1,1215,3,1,0,0,1,0,0,0,297,0,0,0,1,0,155000
340,14191,1,0,1,0,0,0,1,0,0,2002,967,3,0,0,0,0,1,0,1,1908,4,1,0,0,0,1,0,0,431,0,0,0,1,0,202900
341,8400,1,0,1,0,0,0,1,0,0,1950,721,1,0,0,0,0,1,0,1,841,2,1,0,0,1,0,0,0,294,1,0,0,0,0,82000
342,8544,1,0,1,0,0,0,1,0,0,1949,0,2,1,0,0,0,0,0,0,1040,2,2,0,0,1,0,0,0,400,0,0,0,1,0,87500
343,8849,1,0,1,0,0,0,1,0,0,2005,1684,2,0,0,0,0,1,0,1,1684,2,1,0,0,0,0,1,1,564,0,0,0,1,0,266000
344,2592,1,0,1,0,0,1,0,0,0,1976,536,2,0,0,0,0,1,0,1,1112,3,1,0,0,1,0,0,0,336,0,0,0,1,0,85000
345,6435,1,0,1,0,0,0,1,0,0,1939,972,1,0,0,0,0,1,0,1,1577,3,1,0,1,0,0,0,1,312,0,0,0,1,0,140200
